tx	SRR1192255	SRR1192256	SRR1192257	SRR1192258	SRR1192259	SRR1192260
AT5G50260.1	0.012888	0	0	0	0	0
AT5G50270.1	0	0	0	0	0	0
AT5G50270.2	0	0	0	0	0	0
AT5G50280.1	2.788641	2.493056	2.74593	2.038271	2.191313	2.039993
AT5G50290.1	0.079718	0.090125	0.139988	0.034111	0.04802	0.059995
AT5G50300.1	0	0	0	0	0.003707	0
AT5G50300.2	0	0	0	0	0	0
AT5G07605.1	0	0	0	0	0	0
AT5G50310.1	4.12089	3.985659	4.05699	2.765124	3.524971	3.304464
AT5G50320.1	1.14823	1.094717	1.404735	1.007268	0.900635	0.884651
AT5G50330.1	0.716715	0.902025	1.270899	1.644578	1.071344	1.488379
AT5G50330.2	0.126169	0.047388	0	0	0.295122	0.028659
AT5G50335.1	0.775973	0.627326	0.874291	0.598432	0.179118	0.195445
AT5G50340.2	0.62819	0.931388	1.241628	0.893155	1.11215	1.085729
AT5G50340.1	0.047744	0	0.085648	0.304063	0.192827	0.199321
AT5G50340.3	0.080388	0.080673	0.104796	0.058604	0.101199	0
AT5G50345.1	0	0	0	0	0	0
AT5G50350.1	0.443961	0.531739	0.524097	0.378164	0.361454	0.341839
AT5G50360.1	0	0	0.004464	0	0	0
AT5G50361.1	0	0	0	0	0	0
AT5G50365.1	0	0	0	0	0	0
AT5G07615.1	0	0	0	0	0	0
AT5G50370.1	3.53186	3.28018	2.771757	2.527037	2.707913	2.262894
AT5G50370.2	0.531949	0.844555	0.839028	0.405206	0.30959	0.169962
AT5G50375.1	1.890133	1.859693	1.978544	1.543642	1.377802	1.540586
AT5G50375.3	0.331351	0.302198	0.669413	0.366161	0.51241	0.375203
AT5G50375.2	0	0	0	0	0	0
AT5G50380.1	1.081174	1.578118	1.901885	1.356792	1.67381	1.680564
AT5G50390.1	0.573115	0.556418	0.584816	0.474188	0.67988	0.48566
AT5G50400.1	0.57052	0.608711	0.843333	0.914212	0.811813	0.949131
AT5G50400.2	0	0	0	0	0	0
AT5G50410.1	2.357209	2.190758	2.565399	2.730696	2.351923	2.193954
AT5G50420.1	2.345695	2.346727	3.205052	2.473445	2.250121	2.438765
AT5G50423.1	0	0	0	0	0	0
AT5G50430.1	2.114053	2.334056	2.756188	2.265377	2.523212	2.502077
AT5G50430.2	0	0	0	0	0.027628	0.10904
AT5G50430.3	0	0	0	0	0	0
AT5G50440.1	0.776911	0.720255	0.566131	0.705527	0.589248	0.723949
AT5G50440.2	0	0	0	0	0	0.049405
AT5G50443.1	0.093044	0.046352	0.173154	0.106647	0.120531	0.106575
AT5G07635.1	0	0	0	0	0	0
AT5G50450.1	1.642735	1.830063	1.752547	1.671924	1.649708	1.885192
AT5G50460.1	19.869753	16.449537	21.068336	13.826469	13.231013	12.38725
at5g07655	0	0	0	0	0	0
AT5G50470.1	0	0	0	0	0	0
AT5G50480.1	0	0	0	0	0	0
AT5G50490.1	0	0	0	0	0	0
AT5G50500.1	0	0	0	0	0	0
AT5G07665.1	0	0	0	0	0	0
AT5G07695.1	0	0	0	0	0	0
AT5G50510.1	0	0	0	0	0	0
AT5G50520.1	0.735237	0.885756	1.38272	1.085327	1.149168	1.279447
AT5G50530.1	4.431098	5.050222	5.892007	8.251005	8.829968	8.842328
AT5G50540.1	0.133235	0.180346	0.525785	0.173423	0.275019	0.300696
AT5G50550.1	1.169171	1.408169	1.591365	1.922188	2.061312	1.965807
AT5G50560.1	0.072747	0.072384	0	0.113987	0.025588	0
AT5G50565.1	0	0	0	0	0	0
AT5G50565.3	1.768391	2.213529	0	0	0	0
AT5G50565.4	2.77437	2.483325	4.602896	11.476424	13.267692	12.058491
AT5G50565.5	0.746435	0	4.534131	2.806941	2.628424	3.238839
AT5G50565.6	5.013926	5.032754	1.626764	7.249679	5.817945	6.817448
AT5G50565.2	0.601903	1.419354	0.08625	7.233716	6.817169	5.006385
AT5G50562.1	2.030249	0	3.783571	3.576343	1.070443	1.168019
AT5G50570.2	0.812523	1.107626	1.110465	0.801249	0.498253	0.872085
AT5G50570.1	0	0	0	0	0	0
AT5G50580.1	0	0	0	0	0	0
AT5G50580.2	0	0	0	0	0	0
AT5G50590.1	0.023176	0.014671	0.049761	0.016855	0.014986	0.040427
AT5G50590.2	0	0	0	0	0.015539	0
AT5G50600.1	0.031168	0.019812	0.024042	0	0	0
AT5G50610.1	0.13959	0.119833	0.100018	0.151596	0.038174	0.083862
AT5G50640.1	0.188357	0.418691	0.679997	0.506645	0.354066	0.477601
AT5G50665.1	0	0	0	0	0	0
AT5G50665.2	0	0	0	0	0	0
AT5G50665.6	0	0	0	0	0	0
AT5G50670.2	0	0	0	0	0	0
AT5G50670.1	1.217425	0.953364	1.270077	0.812936	1.052693	0.767028
AT5G50680.1	5.384416	5.386634	7.826086	4.8255	5.653015	5.630219
AT5G50680.2	0	0	0	0	0	0
AT5G50700.1	0	0	0	0	0	0
AT5G50710.1	0	0	0	0	0	0
at5g50717	0	0	0	0	0	0
AT5G50720.1	0.412767	0.630417	0.873664	1.108688	0.793789	0.772064
AT5G50740.2	1.625344	1.3541	1.429083	1.07193	0.811969	0.856248
AT5G50740.4	0.58486	0.947476	2.01537	0.609542	1.066616	1.202763
AT5G50740.3	2.557458	2.782153	1.908177	2.217214	2.235946	1.819593
AT5G50740.5	0	0	0	0	0	0
AT5G50740.1	0	0.114852	0.48252	0	0.169749	0.281801
AT5G50750.1	0.11494	0.055337	0.062148	0.048182	0.081663	0.066419
AT5G07705.1	0	0	0	0	0	0
AT5G50760.1	0.031308	0	0.016075	0.032889	0.029974	0
AT5G50770.1	0	0	0	0	0	0
AT5G50780.2	0.65825	0.633796	0.597317	0.24596	0.734591	0.67761
AT5G50780.3	0.194968	0.198528	0.523935	0.352828	0.351858	0.227425
AT5G50780.1	0	0.078893	0	0.591116	0	0.208168
AT5G50790.1	0.009984	0	0	0	0	0.011058
AT5G50800.1	0.305434	0.35185	0.785262	0.88652	0.831458	1.260877
AT5G50810.1	5.271249	3.884642	3.943025	3.258217	2.850609	2.283267
AT5G50820.1	0.317015	0.214711	0.183335	0.227891	0.125631	0.106169
AT5G50820.2	0	0.01769	0	0	0	0
AT5G50830.1	0	0	0	0	0	0
AT5G50830.2	0.022353	0	0	0.008327	0	0
AT5G50840.1	2.89498	1.2965	2.094009	1.984823	1.061986	1.516623
AT5G50840.2	1.157675	2.633184	1.886042	2.801251	3.977217	3.083708
AT5G50850.1	12.40987	12.562554	14.610335	12.7218	11.191858	10.877071
AT5G50860.1	1.670769	1.885436	1.593519	1.529062	1.515039	1.670835
AT5G50860.2	0.306003	0.138516	0.430228	0.388214	0.320373	0.305079
AT5G50870.1	3.347507	2.69224	2.915007	2.622356	2.161408	2.105724
AT5G50870.2	0	0.017332	0	0	0	0
AT5G50890.1	0.791838	1.080814	1.065994	0.580679	0.681218	0.643914
AT5G50900.1	2.159211	2.522298	2.808442	2.643624	2.367522	2.504394
AT5G50910.1	0	0	0	0	0	0
AT5G50915.1	2.781739	1.523975	2.812723	1.55289	1.528685	0.711737
AT5G50915.2	0	0	0	0.167531	0	0.044687
AT5G50915.3	1.962369	2.674317	0	1.632253	1.217936	1.004375
AT5G50915.4	0.149503	0.127246	0.180386	0	0.071862	0
AT5G50920.1	92.656492	99.935308	109.602207	96.816167	100.322525	100.894959
AT5G50930.1	0.632527	0.459125	0.361859	0.299785	0.281593	0.280184
AT5G50940.1	0.064873	0.049525	0.029143	0.072247	0.032967	0.054169
AT5G50950.2	8.351699	13.515855	13.545895	12.654946	10.812969	11.868418
AT5G50950.4	11.813051	6.021128	1.12168	10.861156	6.107987	5.670803
AT5G50950.1	15.057153	19.886499	26.774853	23.768439	29.024007	27.930611
AT5G50950.3	0.78972	0.720278	0.644018	0.875928	0.790112	0.819084
AT5G50960.1	2.799747	2.786934	3.189862	2.535025	2.533677	2.66597
AT5G50970.1	1.20271	1.31131	1.665986	1.267595	1.691902	1.478786
AT5G50990.1	0.52598	0.557694	0.629796	0.511936	0.444788	0.58987
AT5G51000.1	0	0	0	0	0	0
AT5G51010.1	24.969136	21.267767	20.149196	12.495571	8.915231	9.128138
AT5G51020.1	6.434214	7.104926	8.650517	7.934534	7.714371	7.441085
AT5G51030.1	0.060917	0.047297	0.070376	0.078772	0.038258	0.055778
AT5G51040.1	0.204913	0.440262	0	0	0.519936	0
AT5G51040.4	0.16083	0.04002	0.01815	0.061892	0.045399	0.033596
AT5G51040.3	1.804853	1.593892	2.421086	1.863781	0.720853	1.542415
AT5G51040.2	2.293171	2.119664	2.966022	2.658506	3.112467	1.984261
AT5G51050.1	1.656192	1.949303	2.11653	2.398985	2.673981	2.733382
AT5G51060.1	0.002074	0	0.002502	0.002394	0.00213	0
AT5G51070.1	3.30349	3.965265	4.940332	4.895894	5.853668	5.982716
AT5G51080.2	0.304714	0.565371	0.751793	0.590399	0.918956	0.661133
AT5G51080.3	0.361874	0.089173	0.077064	0	0	0
AT5G51080.1	0.027021	0.293692	0.192725	0.091588	0.051972	0.072529
AT5G07715.1	0	0	0	0	0	0
AT5G51090.1	0	0	0	0	0	0
AT5G51100.2	0.474228	0.120372	0.57613	0.514359	0.738944	0.183376
AT5G51100.3	0.310559	0.321997	0.277233	0.203965	0.197729	0.139454
AT5G51100.4	0.084508	0	0.664963	0	0.216514	0.137157
AT5G51100.1	4.408319	4.740045	2.866172	2.901486	1.844016	2.167068
AT5G51100.5	0.422192	0.140622	0.194742	0.123956	0.16652	0.063797
AT5G51100.6	0	0	0	0	0.443168	0
AT5G51110.1	12.762498	11.985074	15.785682	10.324277	10.075177	10.66926
AT5G51105.1	0	0	0	0.028497	0	0
AT5G51110.2	19.836857	19.171628	19.652217	16.649313	15.341362	11.790187
AT5G51120.3	0	0	0	0	0	0
AT5G51120.1	0.950772	0.518807	0.782868	0.413032	0.364543	0.352311
AT5G51120.2	2.657615	3.121828	2.430961	2.920087	3.504198	2.939573
AT5G51130.2	0	0	0.054323	0	0	0
AT5G51130.1	0.89139	0.729068	0.562222	0.582226	0.684771	0.600873
AT5G51140.1	2.829308	2.589204	3.096326	2.536338	2.824472	2.537557
AT5G51140.2	0	0	0	0	0	0
AT5G51150.1	2.110673	2.299463	2.531822	2.350453	2.477081	2.301397
AT5G51160.1	0.004815	0	0	0	0	0
AT5G51170.1	0.471977	0.444245	0.383398	0.535446	0.639662	0.586113
AT5G51170.2	0	0	0	0	0	0
AT5G51170.3	0.160885	0.113625	0.154041	0.035902	0.131382	0.088138
AT5G51170.4	0	0	0	0	0	0
AT5G07725.1	10840.117645	4463.352079	3029.379172	5581.479556	5452.838547	5438.29661
AT5G51174.1	2.028845	2.018703	2.522381	0	2.140887	0
AT5G07735.1	0	0	0	0	0	0
AT5G51180.1	0.613024	0.549106	0.817409	0.631778	0.566137	0.566723
AT5G51180.2	0.332858	0.303119	0.256873	0.165807	0.26617	0.135165
AT5G51190.1	0.155024	0.077484	0.138992	0.331454	0.161226	0.14007
AT5G51195.1	0	0	0	0	0	0
AT5G51200.2	1.623226	1.841934	2.101667	1.303522	1.332857	1.344471
AT5G51200.1	0	0	0	0	0.029254	0
AT5G51200.3	0.044592	0.158285	0.173218	0	0.064921	0.018999
AT5G51210.1	0.044224	0.01206	0.029031	0	0.012284	0
AT5G51220.1	2.479486	2.214222	2.420016	1.814356	2.092272	2.164911
AT5G51220.2	0.02794	0.03239	0	0.038839	0.025389	0.113922
AT5G51220.3	0.058843	0.024444	0	0.025783	0.02508	0.062434
AT5G51230.1	1.709921	1.481367	1.511187	1.705299	1.830761	1.640172
AT5G51230.2	0	0	0	0	0	0
AT5G51230.3	0.046451	0.056871	0.107868	0.006369	0.023266	0.027947
AT5G51250.1	0	0	0	0	0	0
AT5G51260.1	1.267578	1.458467	1.716738	1.438082	1.718096	1.622924
AT5G51260.2	0.151297	0.145329	0.183637	0.207776	0.177958	0.199488
AT5G51270.1	0.014179	0	0	0.034568	0	0.025703
AT5G51270.2	0	0.002666	0.008991	0	0.029288	0
AT5G51280.1	1.875075	2.210924	2.281059	1.828362	2.106147	1.876777
AT5G51290.1	0.316061	0.351869	0.339337	0.344643	0.555084	0.647201
AT5G51290.2	0.643174	0.754869	1.057131	1.222577	1.107958	0.93242
AT5G51300.1	0.408084	0.54401	0.852933	0.581107	0.6891	0.562199
AT5G51300.2	0.920465	0.820259	0.622957	0.617269	0.710906	0.903178
AT5G51300.3	0	0	0.063236	0	0	0
AT5G51310.1	0.154146	0.116988	0.155988	0.128514	0.140854	0.125562
AT5G51330.1	0.028534	0.052517	0.019342	0	0.040757	0
AT5G51330.2	0.009428	0	0	0.020854	0	0.049521
AT5G51340.1	0.953071	0.890619	0.965629	0.844683	0.873057	0.919187
AT5G51350.1	0.555425	0.531435	0.570929	0.393018	0.384363	0.385496
AT5G51360.1	0	0	0	0	0	0
AT5G51370.1	0.183561	0.031534	0.302289	0.213453	0.115426	0.038281
AT5G51370.2	0.317965	0.575587	0.465591	0.347856	0.631567	0.516226
AT5G51380.1	0.150815	0.272877	0.32351	0.251562	0.269183	0.216161
AT5G51390.1	1.010315	1.495638	1.194812	2.403534	2.470254	3.319633
AT5G51400.1	4.279477	3.933273	4.703943	3.864236	3.849074	3.411869
AT5G51410.2	0.630063	0.326362	0.749658	0.966552	0.703551	0.839182
AT5G51410.1	0.863308	1.055714	0.837307	0.66369	1.290839	1.093183
AT5G51410.4	0	0	0	0	0	0
AT5G51410.3	1.181963	1.070721	1.105816	0	0.574724	0.843727
AT5G51410.5	0	0	0	0.76218	0	0
AT5G51420.1	0	0	0	0.015246	0.00676	0
AT5G51430.1	1.74936	1.894991	2.332438	1.716241	1.797808	1.745611
AT5G51440.1	0.037406	0.025873	0.026627	0.03975	0.043559	0.066295
AT5G51450.2	0.202642	0.266174	0.242654	0.2448	0.186696	0.226388
AT5G51450.1	0.468704	0.415338	0.820004	0.559368	0.593463	0.550669
AT5G51451.1	0.048498	0.096512	0.180888	0.08549	0.127941	0.055842
AT5G51460.1	1.062138	1.008327	1.444296	1.893901	0.972556	1.244736
AT5G51460.4	0.681011	0.907945	0	0.452916	1.143219	0.967581
AT5G51460.3	0.277324	0.265578	0.339268	0.320909	0.264411	0.125627
AT5G51460.5	0.305168	0.222574	0	0.082159	0.454379	0.07551
AT5G51460.2	0	0	0.730939	0	0	0.172354
AT5G51465.1	0	0	0	0	0	0
AT5G51470.1	0.094583	0.065019	0.111181	0.058808	0.020354	0.00736
AT5G51470.2	0	0	0	0	0	0
AT5G51480.1	0.007761	0	0.028987	0.004503	0	0
AT5G51490.1	0	0	0	0	0	0
AT5G51500.1	0	0	0	0	0	0
AT5G51510.1	1.871102	2.436615	3.040432	2.207288	2.544296	2.265282
AT5G51520.1	0	0	0	0	0	0
AT5G51530.2	0.050739	0.076157	0.087379	0.127773	0.127297	0.12216
AT5G51530.1	0	0	0	0	0	0
AT5G51540.1	0.675156	0.536001	0.623864	0.759106	0.901064	0.770052
AT5G51545.1	15.152007	16.999924	14.357242	13.0776	12.562672	13.127836
AT5G51550.1	9.672907	9.593648	8.903916	13.036014	6.403839	6.739333
AT5G51560.1	1.691928	1.430217	1.804183	1.06616	1.115385	0.923712
AT5G51570.1	1.916941	1.749113	2.780566	1.964605	1.687476	2.255017
AT5G51580.1	0	0	0	0	0	0.009532
AT5G51585.1	0.191578	0.181922	0.11146	0.15387	0.146716	0.247469
AT5G51590.1	0.095872	0.098036	0.063436	0.074028	0.122917	0.060758
AT5G51600.1	0.732533	0.736822	0.743575	0.507762	0.547124	0.477489
AT5G51610.1	0	0	0	0	0	0
AT5G51620.1	0.481176	0.364237	0.787488	0.601971	0.308899	0.494269
AT5G51620.3	1.599075	1.88258	2.146807	2.611931	2.199138	1.527037
AT5G51620.4	0.674446	0.656723	0.843708	0.642512	1.27326	0.612844
AT5G51620.2	2.147139	2.484896	4.040736	3.76006	3.438088	3.631252
AT5G51630.4	0	0	0	0	0.148913	0
AT5G51630.2	0.151547	0.2119	0	0	0	0
AT5G51630.1	0.031312	0.040761	0.102243	0.071656	0.066652	0.070187
AT5G51630.5	0.112425	0.090423	0	0	0	0.113767
AT5G51630.6	0	0	0.363088	0.383363	0.419539	0.524817
AT5G51630.3	0.048094	0	0	0.245804	0.042082	0
AT5G51640.1	0.659044	0.668042	0.914472	0.763382	0.809945	0.705009
AT5G51650.1	0	0	0	0	0.019742	0.022935
AT5G51660.1	0.303497	0.670761	0.698855	0.341154	0.227357	0.319814
AT5G51660.2	0.241408	0.157266	0.050803	0.063811	0.102613	0.264556
AT5G51660.3	0.174733	0.030626	0.141087	0.305686	0.482628	0.18216
AT5G51660.4	0.113611	0.108378	0.180898	0.037575	0.082458	0.043377
AT5G51670.1	0.32646	0.537949	0.334549	0.481399	0.148785	0.226671
AT5G51670.2	0.386524	0.302533	0.24485	0.23797	0.425642	0.335803
AT5G07745.1	414.886823	164.619283	139.858589	189.083367	190.186304	131.747932
AT5G51680.1	0	0.012919	0	0.007457	0.020228	0
AT5G51690.1	0.420622	0.606898	0.659623	0.644576	0.794345	0.857316
AT5G51690.2	0.3965	0.423799	0.764872	0.672108	0.761482	0.647367
AT5G51700.1	1.319824	1.268914	1.293055	1.177582	1.100508	0.783913
AT5G51700.2	0.576987	0.380728	0.518957	0.315782	0.304592	0.544158
AT5G51710.1	0.786087	0.886484	0.54398	0.877006	0.809752	0.36637
AT5G51710.2	0.299729	0.349281	1.250879	0.231052	0.197156	0.655466
AT5G51720.1	1.208626	1.421131	2.913384	0.405175	0.314612	0.356269
AT5G51730.1	2.184625	2.134638	3.160597	2.320881	2.52869	1.946692
AT5G07775.1	0	0	0	0	0	0
AT5G07785.1	0	0	0	0	0	0
AT5G51740.2	0	0	0	0	0	0
AT5G51740.3	0.198664	0.14816	0.616349	0.499011	0.365339	0
AT5G51740.1	0.693467	0.911042	0.580478	0.420198	0.546134	0.84624
AT5G07795.1	0	0	0	0	0	0
AT5G51750.1	4.333732	2.74891	3.031313	1.925044	2.052767	1.573363
AT5G07805.1	0	0	0	0	0	0
AT5G51760.2	0	0	0	0	0.005009	0
AT5G51760.1	0	0	0	0	0	0
AT5G07815.1	0	0	0	0	0	0
AT5G51770.1	0.228326	0.265785	0.220224	0.212602	0.164028	0.191661
AT5G51780.2	0	0	0	0	0	0
AT5G51780.1	0.01375	0.013416	0.013317	0.014475	0.026381	0
AT5G51790.2	0.045911	0.111993	0.135728	0.0306	0.194879	0.107753
AT5G51790.3	0	0.130446	0	0	0	0.068314
AT5G51790.1	0	0	0.060859	0	0	0
AT5G51790.4	0.150644	0	0	0.104742	0	0
AT5G07825.1	0	0	0	0	0	0
AT5G51795.1	0.112887	0.119844	0.136624	0.168323	0.185587	0.139829
AT5G51800.1	0	0	0	0	0	0
AT5G51810.1	0.022117	0.007456	0.016537	0.016397	0.051939	0.023852
AT5G51810.2	0	0	0	0	0	0
AT5G07835.1	0	0	0	0	0	0
AT5G07845.1	0	0	0	0	0	0
AT5G51820.1	14.419204	14.33956	20.225032	14.922196	15.18382	15.895376
AT5G51830.1	0	0	0	0	0	0
AT5G51830.2	1.332768	1.269768	1.654218	1.457536	1.318447	1.225733
AT5G51840.1	2.644685	2.65841	2.70776	2.469555	2.703996	2.52879
AT5G51845.1	0	0	0	0	0	0
AT5G51850.1	0.339274	0.374926	0.343214	0	0.152412	0.09469
AT5G51850.2	0.068774	0	0	0.159271	0	0
AT5G51860.1	0	0	0	0	0	0
AT5G51860.2	0	0	0	0	0	0
AT5G51870.3	0	0	0	0	0	0
AT5G51870.4	0	0	0	0	0	0
AT5G51870.1	0	0	0	0	0	0
AT5G51870.2	0	0	0	0	0	0
AT5G51870.5	0	0	0	0	0	0
AT5G51880.1	3.557085	4.06264	5.084502	3.286912	3.187234	3.199805
AT5G51890.1	1.142555	1.131906	1.178866	0.706161	0.64511	0.668501
AT5G51900.1	0	0	0	0	0	0
AT5G51910.1	0.417939	0.245751	0.420712	0.276319	0.346269	0.271117
AT5G51910.2	0	0.13244	0.080792	0	0.037064	0.07719
AT5G51915.1	0	0	0	0	0	0
AT5G51920.1	0.017373	0.144046	0.086809	0.03019	0.048665	0.028831
AT5G51930.2	0	0	0	0	0	0
AT5G51930.1	0	0	0.004887	0	0	0
AT5G51940.1	6.157659	5.707173	5.543816	6.078912	5.873132	4.975067
AT5G51950.1	0.005946	0.009043	0	0.006893	0.006063	0
AT5G51950.2	0	0	0.02341	0	0	0.003611
AT5G51950.3	0	0	0	0	0	0
AT5G51960.1	10.507454	9.206758	11.854707	6.471998	9.339074	7.141981
AT5G51960.2	0.521611	0.550366	0.163961	0.3695	0.224208	0.29836
AT5G51970.1	3.28566	3.690011	4.067559	4.076481	5.654247	5.332336
AT5G51970.2	1.801054	2.018065	4.191389	2.290381	1.126946	0.86137
AT5G51980.1	0.552655	0.529552	0.703406	0.346773	0.516759	0.30138
AT5G51980.2	0.754714	0.883238	1.269249	0.924149	0.800226	0.997107
AT5G51990.1	0	0	0	0	0	0
AT5G52000.1	0.014858	0.028725	0	0.016307	0	0
AT5G52010.1	3.472386	3.164	2.875535	3.066845	2.976211	2.850399
AT5G52020.1	0	0.006911	0	0.00859	0	0
AT5G52030.1	1.674745	2.18371	2.312791	3.415434	3.564227	3.411097
AT5G52030.2	0	0	0	0	0	0
AT5G52040.2	0.664144	0.591764	0.476303	0.874369	0.763538	0.496743
AT5G52040.4	0	0	0	0	0	0
AT5G52040.3	0	0.006941	0	0	0	0
AT5G52040.1	4.275006	4.405887	4.738642	4.054642	5.027347	4.997035
AT5G52040.5	0.864427	0.503085	0.761135	0.327524	0	0
AT5G52040.6	0.020825	0	0	0.159268	0.34095	0.354792
AT5G52040.7	0.130733	0.556422	0.585374	0.773773	1.309137	1.172777
AT5G52045.1	0.024249	0.024128	0.142507	0.056994	0.05022	0
AT5G52050.1	0.085278	0.132739	0.194693	0.244008	0.255021	0.168064
AT5G52060.1	8.455547	8.726	9.362412	8.263215	9.074589	8.954071
AT5G07855.1	0	0	0	0	0	0
AT5G07865.1	0	0	0	0	0	0
AT5G52070.1	0	0	0	0	0	0
AT5G52070.2	0	0	0	0	0.110222	0
AT5G52070.3	0.103356	0.078477	0.08984	0.092778	0.353686	0.265498
AT5G52070.4	0.805475	0.92861	1.099821	1.029393	1.30648	0.663836
AT5G52070.5	0.50543	0.519669	0.724722	0.345235	0.25085	0.262871
at5g07875	6.086534	4.844887	0	0	0	7.008114
AT5G52070.6	0	0	0	0	0	0
AT5G52080.1	0	0	0	0	0	0
AT5G52090.1	0	0	0	0	0	0
AT5G52100.1	8.644891	9.367835	10.57819	22.06074	22.724051	21.139919
AT5G07885.1	0.041809	0	0.01154	0.126198	0.134168	0.076634
AT5G52110.2	0.375253	0.200813	0.537431	0.80704	0.779979	0.539468
AT5G52110.1	1.706354	1.920144	1.74305	1.278129	1.000479	1.262523
AT5G52115.1	0	0	0	0	0	0
AT5G52120.1	0.418128	0.410289	0.449259	0.879461	1.101482	1.172463
AT5G52130.1	0	0	0	0	0	0
AT5G52140.1	0	0	0	0	0	0
AT5G52150.1	0	0	0	0	0	0
AT5G52155.1	0	0	0	0	0	0
AT5G52155.2	0	0	0	0	0	0
AT5G52160.1	0	0	0	0	0	0
AT5G52170.2	0	0	0	0	0	0
AT5G52170.1	0.169155	0.132758	0.16196	0.129521	0.149032	0.101887
AT5G52170.3	0	0	0	0	0	0
AT5G52180.1	2.733787	2.44457	4.048377	2.254882	2.340983	1.960117
AT5G52190.1	3.154376	2.586222	2.517566	2.001538	2.11401	1.924828
AT5G52200.2	0	0	0	0	0	0
AT5G52200.3	0.632345	0.751958	0.621071	0.77964	0.770333	0.993643
AT5G52200.1	3.811403	4.244979	4.175682	4.135182	4.517334	4.152409
AT5G52210.1	3.271494	3.152294	3.083016	3.458244	3.309323	2.341558
AT5G52210.2	0.516766	0.511633	0.254092	0.257591	0.457913	0.822275
AT5G07895.1	0	0	0	0	0.802833	0
AT5G52220.1	0	0	0	0.416661	0.143102	0.13608
AT5G52220.2	0.413648	0.293986	0.367337	0	0.075144	0
AT5G52230.1	0.642194	0.764516	0.870948	0.805989	0.828387	0.832977
AT5G52230.3	0	0	0	0	0	0.039736
AT5G52230.2	0.105844	0.120919	0.033859	0.033163	0.132851	0.097214
AT5G52240.1	4.212659	3.670897	3.569315	3.937149	3.147299	3.038138
AT5G52240.2	0	0	0	0	0	0
AT5G52250.1	0.127554	0.074589	0.080386	0.087476	0.118721	0.045594
AT5G52260.1	0	0	0	0	0	0
AT5G52270.2	0.072747	0	0.183589	0.270534	0.102353	0.390891
AT5G52270.1	0	0.024128	0.234515	0.156917	0	0
AT5G52280.1	3.014585	2.993277	3.04218	2.273386	2.991255	2.856875
AT5G52290.1	0.067021	0.04217	0.044258	0.084339	0.047764	0.073782
AT5G52300.1	0	0	0.002439	0.002748	0	0
AT5G52300.2	0.005076	0.004991	0	0	0.002364	0.005334
AT5G52310.1	1.839008	2.004758	2.643395	2.365193	2.758833	5.797461
AT5G52320.2	0	0	0.891066	0	0.90875	0
AT5G52320.1	1.721183	1.612277	0.934158	1.69932	0.403295	1.913573
AT5G52330.3	0	0	0	0	0	0
AT5G52330.4	0	0	0	0	0	0
AT5G52330.1	0	0	0.00986	0.028033	0	0.009648
AT5G52330.2	0	0	0	0	0	0
AT5G52340.1	0.139675	0.104727	0.088251	0.075275	0.054549	0.037521
AT5G52350.1	0	0	0	0	0	0
AT5G52360.1	0	0	0	0	0	0
AT5G52370.1	7.605105	8.036171	9.455943	6.889962	6.831841	6.469632
AT5G52380.1	2.100825	1.768864	1.470623	1.109805	1.440339	1.558487
AT5G52390.1	0	0	0	0.019152	0.008557	0
AT5G52400.1	0	0	0	0	0	0
AT5G52410.3	0.718213	0.431713	0.504625	0.583812	0.702001	0.334473
AT5G52410.1	0	0.359296	0.204063	0.37151	0.319457	0.653821
AT5G52410.2	0	0	0	0	0	0
AT5G52420.1	3.262733	2.6478	2.778983	2.360218	2.309586	1.881757
AT5G52430.1	0.963803	1.135976	1.034572	0.963166	0.74322	0.874007
AT5G52440.1	21.887179	20.978591	20.254376	19.102199	17.89769	17.996543
AT5G52450.1	0.409426	0.336554	0.76722	1.081828	1.13067	1.147771
AT5G52460.2	0	0	0	0	0	0
AT5G52460.1	0	0	0	0	0	0
AT5G52470.1	9.046837	7.381209	7.440729	5.052572	5.825985	4.555724
AT5G52470.2	0	0	0	0	0	0
AT5G52471.1	0	0	0	0	0	0
AT5G52480.1	0	0	0	0	0	0
AT5G52480.2	0	0	0	0	0	0
AT5G52490.1	0	0	0	0	0	0
AT5G52500.1	0	0	0	0	0	0
AT5G52510.1	1.360592	1.569292	1.968441	1.111132	1.308029	1.309088
AT5G52520.1	9.531403	9.245115	9.239988	8.192334	8.107934	7.341537
AT5G52530.2	2.23175	2.601486	2.933077	2.417715	2.645773	2.85961
AT5G52530.3	1.268071	1.246177	1.758681	1.318639	1.53004	1.378981
AT5G52530.1	0.39953	0.312166	0.430937	0.090256	0.19789	0.217695
AT5G52540.1	3.749892	4.668746	4.876041	3.343837	2.736158	2.87488
AT5G52545.2	0.379762	0.235328	0.323239	0	0.069277	0.143467
AT5G52545.1	0.504024	0.614642	0.402401	1.2202	1.055727	1.130261
AT5G52547.3	0	0.074228	0	0	0.073807	0
AT5G52547.1	0.03042	0.084225	0.111122	0	0.128035	0.112773
AT5G52547.2	0	0	0	0	0	0
AT5G52547.4	0.103283	0	0.04529	0.170871	0	0
AT5G52550.1	3.092974	3.43189	3.526831	5.846073	6.051673	6.934082
AT5G52560.1	3.46922	3.568316	3.874256	3.195032	3.289774	3.253923
AT5G52570.2	0	0	0	0.141468	0.368173	0.143887
AT5G52570.1	1.579713	1.243154	1.10344	1.285359	1.180941	0.96292
