tx	sorghum1	sorghum2
EES11408	0.500455	0.409238
KXG27095	0	6.240854
OQU82306	5.695138	0
KXG27096	0.259651	0.120969
OQU82307	24.067299	25.222054
EES12840	109.721746	104.636866
EES11410	34.014384	36.127852
OQU82308	3.628962	3.630211
OQU82309	2.866842	2.586151
KXG27099	2.794495	1.740517
EES11411	15.727304	14.796966
EES12842	0.305243	0.422597
KXG27028	0	0
KXG27100	0.855166	0.970816
OQU82310	0	0
EES11412	3.31807	5.128752
OQU82311	6.477485	2.988709
EES11413	8.258766	8.066719
KXG27101	0.062893	0.086085
EES12844	0	0
OQU82312	0	0
KXG27102	51.266779	49.366218
EES12846	46.313123	50.513156
OQU82313	0	0
EES11414	162.548793	159.647174
KXG27103	48.270327	51.09291
OQU82314	6.393179	3.261371
OQU82315	4.347506	4.264553
EES12850	23.057955	17.773275
OQU82316	0.032209	0.059392
EES12845	12.049707	10.475074
EES12852	31.975509	29.920084
OQU82317	1.402732	1.539196
EES11416	60.872191	63.089224
EES11417	13.744723	13.225993
OQU82318	0.088316	0
EES12853	24.80898	24.451286
OQU82319	0	0
EES11419	52.773212	55.151939
EES11421	465.772077	450.438102
KXG27107	23.237805	21.644543
EES11423	14.272939	14.180842
EES12854	4.249475	3.029869
KXG27109	2.975008	3.008252
KXG27108	0	0
OQU82320	0.204536	0.31641
KXG27112	0	0
KXG27113	2.013106	1.962687
OQU82321	4.052905	5.318516
EES12856	7.678106	7.947777
ENSRNA049483158-T1	0	0
EES12857	3.460763	4.044687
OQU82323	0.624142	0.875903
OQU82322	7.32717	5.044938
KXG27114	3.740045	3.445998
KXG27116	7.690741	8.082332
KXG27117	0	0
OQU82324	12.229087	10.370687
OQU82325	9.5639	11.145409
OQU82326	0.548858	0.257482
OQU82327	2.372187	2.340033
OQU82328	0	0
EES11428	0.707315	0.819257
EES11429	3.166437	3.823211
OQU82329	0	0
EES12861	43.429002	43.6054
KXG27119	2.716206	0
OQU82330	7.284647	9.429844
OQU82331	0	0
OQU82332	0	0
EES11431	27.871967	25.339769
OQU82333	0.394991	0.246052
EES12862	5.879051	6.110263
EES12863	6.205673	8.030414
KXG27121	0	0
EES12864	155.99398	165.196011
KXG27123	281.463322	276.270102
OQU82334	0	0
EES12865	11.720761	12.003346
ENSRNA049483105-T1	2.781139	2.566122
OQU82335	12.766752	9.835964
EES11434	28.789937	26.581018
EES12867	0	0.130617
OQU82336	1.496861	1.334086
KXG27129	0	0
KXG27130	23.140493	27.229495
OQU82338	0	0
OQU82340	0	0
OQU82339	1.002585	1.368631
ENSRNA049436890-T1	0	0
EES12869	189.093323	182.24016
EES11436	0.174311	0.323231
OQU82341	0	0
EES12871	0.06811	0.159439
OQU82342	0	0
OQU82343	1.367452	2.527024
OQU82344	0	0
OQU82345	0.867744	1.733362
EES12874	0.59101	0.659271
OQU82346	0	0
ENSRNA049436865-T1	0	0
KXG27134	8.616851	8.282401
OQU82347	63.829744	59.969409
EES12875	2.675167	2.595684
KXG27136	0.228676	0.503708
OQU82348	0	0
EES12876	4.943499	4.95427
OQU82349	0	0
OQU82350	36.616641	34.48886
EES11440	19.303334	19.919551
OQU82352	3.596259	2.554137
EES11441	58.819446	63.501779
KXG27064	1.450793	1.412697
OQU82353	20.650583	17.764296
EES12878	1.368138	3.283195
KXG27137	0	0
EES11442	6.758157	6.93345
OQU82354	0.21594	0.504517
ENSRNA049483120-T1	0	0
OQU82356	8.400926	5.586338
KXG27138	0.164821	0.061066
KXG27139	40.274239	41.952134
EES12880	0	0
OQU82363	0	0
OQU82358	0	0
OQU82359	0	0
OQU82360	0	0
OQU82361	0	0
OQU82357	0	0
OQU82362	0	0
OQU82364	0.234556	0.177638
EES12881	0.496788	0.766479
OQU82365	0	0
OQU82367	62.994008	69.287178
OQU82366	6.816662	8.181577
KXG27142	0.217732	0
EES12883	144.667146	137.834816
KXG27143	36.40654	32.89442
EES12884	3.192072	2.520307
EES11446	0.07912	0.095609
EES11443	1.585389	1.98643
EES11447	1.630031	1.74183
OQU82368	43.677352	41.471272
EES11449	84.573468	83.677615
ENSRNA049996046-T1	0	0
KXG27146	50.664374	50.900448
KXG27145	10.373093	10.854109
KXG27147	0	0
KXG27148	255.913702	232.269719
OQU82369	1.651974	1.481233
EES11452	256.614238	257.733308
EES12886	131.236948	123.299167
EES11453	3.884064	3.495703
EES11454	33.807206	39.563042
OQU82370	1.927262	3.168847
EES12885	1.321285	0
EES11455	0	0
EES11456	1.32412	1.071032
OQU82371	0	0
OQU82372	0	0
OQU82373	0	0
EES12890	8.417155	9.050248
EES11459	0	0
KXG27151	2.075002	1.752112
KXG27152	40.532019	45.257962
EES11463	18.072361	19.790644
KXG27155	13.591397	13.327156
KXG27154	1.27213	2.620876
KXG27153	0	0
OQU82374	0.387948	0.597149
KXG27158	38.889405	39.745175
KXG27157	56.318916	51.977865
KXG27159	0.353135	0.274565
OQU82375	0	0.033952
OQU82376	0	0
OQU82377	0	0
EES11468	15.32033	13.006604
EES11464	50.292719	49.193263
EES11465	0.309354	0.359167
EES12892	0.580459	0.522739
OQU82378	0.658772	0.972228
KXG27163	0	0
KXG27164	0	0
OQU82379	0	0
OQU82380	0.204303	0.152019
OQU82381	0	0
EES12893	2.22827	4.01793
EES12896	0.868207	1.007809
KXG27165	10.388157	10.464062
EES12898	0	0
EES12899	4.175023	3.34778
EES11473	0.051215	0
EES12895	0	0
EES11475	1.13473	1.055694
EES12901	7.655497	7.917152
EES12897	0.153824	0.139783
OQU82382	0.289891	0.957637
OQU82383	0.715823	0.602823
OQU82384	5.913116	8.295224
OQU82385	0	0
EES11477	77.974169	74.502079
KXG27171	5.263226	5.769053
EES11478	0.742142	0.521108
OQU82386	20.560581	18.236289
EES12905	38.879069	55.876948
EES12902	0.031486	0
KXG27172	0.462754	0.313176
OQU82387	0.79966	0.733654
EES12903	0	0
EES12909	36.163675	30.501946
OQU82388	110.249255	102.707325
KXG27173	45.434796	44.246001
EES12911	28.162771	24.647833
KXG27174	41.368215	37.356364
KXG27175	0.441272	0.414029
EES12912	5.327002	5.132192
OQU82389	93.545004	89.971686
KXG27176	2.782947	3.244969
EES11482	0	0
EES11483	1.866104	1.663382
KXG27180	1.831127	2.326486
KXG27179	0	0
KXG27182	12.990779	12.45543
OQU82390	0	0
EES11485	0.736183	0.304518
KXG27183	12.196985	14.166382
EES11487	25.543716	25.014576
KXG27184	4.0406	4.433951
ENSRNA049996039-T1	0	0
ENSRNA049996032-T1	0	0
ENSRNA049483152-T1	0	0
ENSRNA049996023-T1	0	0
ENSRNA049996013-T1	0	0
ENSRNA049483182-T1	0	0
KXG27185	0.146499	0.941061
OQU82391	0	0
KXG27187	0	0
OQU82392	0	0.220592
KXG27188	0.878794	0.731144
OQU82393	0	0
EES11491	4.769258	4.897831
OQU82394	0	0
EES11492	1.370906	2.382281
EES11493	137.730084	139.263894
EES12914	0.127684	0.039766
ENSRNA049483107-T1	0	0
ENSRNA049483104-T1	2.788197	0
ENSRNA049483111-T1	0	0
EES11495	7.180822	6.787473
KXG27189	0	0
EES11496	33.064638	33.860083
EES11497	13.062483	12.556399
KXG27120	0.118292	0.237063
OQU82395	0	0.042112
OQU82396	0	0
OQU82398	0	0
OQU82397	0.056382	0
KXG27197	0	0.115846
OQU82399	0.516541	0.798356
KXG27199	19.048945	19.997887
KXG27200	0	0
EES12917	0	0
OQU82400	0	0
OQU82401	0	0
OQU82403	0	0
KXG27202	0	0
OQU82402	0.102268	0
KXG27203	1.559485	4.984916
KXG27204	0.333795	0.347552
OQU82404	0	0
KXG27206	0	0
EES11501	0	0
EES11502	0	0
EES12922	7.393853	10.452674
OQU82405	0	0.095774
EES12920	7.021421	7.704924
OQU82406	0.223283	0.660603
EES11504	0.334515	0.15506
EES12923	0	0
EES12924	0.699213	1.175712
EES12925	4.572551	6.099355
EES12926	2.51225	1.689968
EES12927	2.61733	2.984981
EES12928	4.994079	3.89201
KXG27132	11.598002	11.727429
OQU82407	5.693407	5.172845
EES11506	1.000763	1.174702
EES12930	21.957051	26.615549
ENSRNA049483194-T1	0	0
ENSRNA049483200-T1	0	0
ENSRNA049483205-T1	0	0
ENSRNA049483207-T1	0	0
ENSRNA049483199-T1	0	0
KXG27210	0.676878	0.317391
EES12932	52.039849	48.370001
EES12872	0	0
EES11507	4.611322	6.138557
KXG27211	3.968919	4.175258
EES11508	13.76269	16.990635
EES12873	0.367296	0.202325
KXG27212	56.659076	52.658111
KXG27214	0.116545	0.053867
KXG27215	0	0
KXG27213	9.222833	8.89227
EES11509	3.806811	3.476234
KXG27217	17.385679	14.267067
KXG27216	15.679443	20.884239
EES11510	0	0
OQU82408	0	0
EES12936	24.726106	25.847416
OQU82409	0.548594	1.189337
KXG27218	0.094393	0.53235
EES12937	14.179298	12.549426
EES12938	179.574816	168.432307
KXG27220	0	0
EES12939	21.398524	22.246261
KXG27221	0	0
OQU82410	0	0
KXG27222	0	0
OQU82411	0	0
OQU82413	28.96142	31.417615
KXG27223	5.781575	4.794607
EES11511	31.642723	30.798864
OQU82414	0.641852	0.689194
EES12940	0	0
KXG27224	1.144169	0.613034
OQU82415	0	0
KXG27225	0	0
EES12942	577.848829	591.342989
EES12943	0.234941	0.591621
KXG27227	16.220818	14.521492
EES11515	0.242832	0.056483
OQU82416	0	0.646859
OQU82417	0	0.293228
EES11517	0.449953	0.358211
OQU82418	6.68312	6.607044
KXG27229	13.518343	13.226195
KXG27230	0	0.075388
KXG27231	0.353742	0.327318
OQU82419	0	0
KXG27232	0	0
KXG27233	0	0
KXG27234	0	0
EES11520	0.193413	0
EES11521	20.742897	22.407298
OQU82421	127.93048	133.434465
OQU82422	25.059929	26.266635
OQU82420	141.565934	132.011783
OQU82423	15.715549	16.335926
EES12946	9.764284	11.520981
EES12947	42.045904	44.863416
OQU82424	0	0
EES11524	4.942303	6.626031
OQU82427	0	0
OQU82426	0	0
OQU82425	0.217106	0
KXG27237	0	0
KXG27238	44.761484	45.996067
EES11527	5.917492	7.440162
KXG27149	0.464128	0
KXG27239	0	0
ENSRNA049996006-T1	0	0
ENSRNA049483185-T1	0	0
ENSRNA049483177-T1	0	0
ENSRNA049995999-T1	0	0
ENSRNA049995991-T1	0	0
ENSRNA049995982-T1	0	0
EES11528	0	0
OQU82428	0	0
EES12950	40.469411	40.428751
EES12951	1.709913	2.3825
OQU82430	0.782615	0.707965
EES12952	9.071229	8.155247
OQU82429	23.875456	21.877217
EES11530	22.194462	21.411901
EES11531	0.150299	0
EES12953	28.704668	26.914977
EES11532	28.990036	26.3076
EES12954	18.082079	21.262272
EES12955	0.515047	0
OQU82431	0	0.55713
EES11533	28.774421	28.164099
EES11534	2.177741	1.916968
EES11535	2.721754	1.851572
EES11536	0.40983	0.657027
EES11537	1.260201	0.388474
EES11538	6.745687	6.189136
EES12957	767.176744	768.480382
EES12958	6.210989	5.105665
KXG27241	81.039192	77.231489
EES12959	55.482855	51.442072
OQU82432	0	0
OQU82433	0	0
KXG27243	2.540482	1.776167
OQU82434	0.018341	0.016999
EES11540	3.979476	4.701132
EES11541	30.652504	32.023166
OQU82435	0	0
KXG27246	140.987392	140.227236
OQU82436	0.597181	0.353922
EES11543	0	0
EES12961	28.939286	29.732384
EES12962	7.475164	7.907633
OQU82437	0	0
KXG27249	0	0
KXG27250	0	0
OQU82438	0	0.095443
EES12965	21.306574	23.78512
KXG27253	0.341536	0.175687
KXG27252	3.195969	2.579401
OQU82439	0	0
EES12963	22.291879	21.597673
OQU82440	0.507229	0.201281
EES11545	0	1.151766
OQU82441	0.545729	0.316498
OQU82442	0	0
EES11546	8.79046	7.465596
EES11547	44.559071	44.521121
KXG27254	29.671625	26.993172
KXG27255	0	0
OQU82443	0	0
OQU82447	1.170349	1.834608
OQU82446	16.047977	16.586957
OQU82444	0	0
OQU82445	1.28358	2.445865
OQU82448	14.771714	17.831833
KXG27258	20.68686	18.699039
OQU82449	0.232659	0.434454
KXG27261	0	0
OQU82450	2.794662	2.231862
KXG27263	1.044814	0.321011
OQU82451	96.801033	93.706964
EES12974	17.738301	16.543397
KXG27264	0	0
EES12975	81.782789	83.01271
OQU82452	0	0
OQU82454	0	0
OQU82453	0	0
KXG27266	15.854218	16.044818
KXG27192	28.625255	31.184977
OQU82455	0	0
KXG27268	0	0
KXG27269	122.24689	128.455817
KXG27270	117.080921	103.942
EES12978	39.706737	38.441854
OQU82456	0	0
EES11552	24.131106	24.499596
OQU82458	5.423838	2.811063
OQU82457	0	0
EES11553	0	0.382211
OQU82459	17.203916	14.78048
KXG27271	0	0
OQU82460	0	0
KXG27205	0	0
KXG27273	2.392461	3.782775
KXG27275	3.283455	2.269244
OQU82463	2.622395	1.707792
OQU82462	0.235631	0.746574
OQU82461	11.428374	9.317825
EES11555	142.950588	142.327013
OQU82464	0	0
EES12983	62.198062	60.093569
KXG27209	4.023654	3.813705
OQU82465	0	0
KXG27279	0.406975	0.199815
EES11557	0.181258	0.292334
OQU82466	0	0
OQU82467	0.18765	0.215233
EES12990	204.780592	202.438997
EES11559	0	0.25446
EES11560	0	0
KXG27281	25.603617	28.47355
EES11561	9.064614	9.09664
EES11562	1.805782	2.342576
EES12992	34.759334	38.880964
EES11563	19.389381	19.356272
OQU82468	364.14652	354.122817
EES12994	40.379255	45.098807
ENSRNA049483174-T1	0	0
KXG27282	3.036484	8.424347
KXG27283	32.618076	30.822427
KXG27284	3.024667	2.920364
EES11567	1.204749	0
EES11568	233.263182	236.868445
KXG27285	12.572486	11.43698
EES11570	12.870916	11.563153
KXG27287	36.163105	34.847465
KXG27286	7.315934	3.43649
KXG27288	0.507881	0.669634
KXG27289	2.846721	2.534243
OQU82469	4.80949	4.843688
OQU82470	0	0.125588
OQU82471	6.412249	5.296766
KXG27294	0	0
OQU82472	0	0
KXG27293	0.153157	0.14255
OQU82475	0	0
KXG27296	0	0
OQU82473	0.395257	0
OQU82474	0	0
KXG27297	0.909211	1.57232
KXG27228	0	0
KXG27298	0.167021	0
KXG27300	0	0.102058
KXG27299	0	0
EES11575	0	0
KXG27301	0	0
EES12998	0	0
OQU82476	0	0.066188
OQU82477	62.329799	63.283241
EES12999	0	0.40392
EES11577	276.98344	278.41272
ENSRNA049483118-T1	53.138462	24.571012
KXG27302	0	0
OQU82479	0	0.050911
OQU82478	0.202687	0.129883
OQU82485	0	0.050813
EES11578	0	0
OQU82480	0.557562	0.451729
OQU82484	0	0
OQU82483	0	0
OQU82481	0	0
EES13002	0	0
EES11579	4.244136	3.54121
EES13003	9.894189	11.009016
KXG27305	0	0
KXG27306	9.271309	9.97505
KXG27307	0	0
KXG27308	0	0
EES11581	40.546341	49.397498
KXG27309	12.769141	10.760141
OQU82486	9.891578	6.448713
EES11582	43.961697	42.855657
OQU82487	0	0
EES11583	5.787788	4.945446
KXG27310	0	0
OQU82488	25.7728	22.212877
OQU82489	0.750681	0.344652
OQU82490	173.662862	150.3144
EES11585	0	0
OQU82491	1.359116	0.74084
EES13012	5.08276	5.27916
KXG27242	0	0
EES11587	4.888301	5.559376
KXG27313	311.642968	314.224439
EES13013	1.271325	1.140377
EES11588	0.080296	0.149009
EES13014	59.967397	62.150364
OQU82492	0	0
EES11589	0	0
KXG27315	16.466325	14.705516
EES11590	1.758919	1.713884
OQU82493	0.092414	0.065193
EES11591	0.163835	0.297801
KXG27317	16.21155	18.800964
KXG27316	1.922769	0
OQU82494	0	0.096053
EES11592	2.334132	1.604412
KXG27318	19.893846	16.935115
KXG27319	0	0
EES13015	0	0.364405
EES13017	6.879765	7.534262
OQU82496	0.955993	1.17021
OQU82495	0	0
EES11595	168.308495	175.60141
EES13018	19.678839	20.229425
KXG27321	0	0
KXG27322	0	0
EES13016	0.239875	0.224439
OQU82497	0	0
EES13021	0	0.165971
KXG27325	7.103758	8.522093
EES11597	9.948515	10.999921
OQU82498	3.508768	2.842438
EES11599	51.817892	52.361255
OQU82499	24.499608	24.41814
KXG27327	3.504459	1.61911
EES13023	11.380811	14.196927
EES11600	72.7377	75.670857
EES11601	18.071625	20.769613
OQU82500	0	0
EES13024	0	0
OQU82501	0	0
OQU82502	12.116537	11.388676
OQU82503	0	0
OQU82504	0.368555	0
KXG27334	4.168458	3.625241
KXG27333	31.852482	26.736184
KXG27330	0	0
KXG27341	11.795292	9.240838
KXG27340	2.780979	4.29604
EES13025	24.229164	27.095143
ENSRNA049483126-T1	0	0
OQU82507	0	0
KXG27342	0	0
OQU82506	0	0
OQU82505	0	0
OQU82508	0	0
KXG27345	15.101171	14.650356
OQU82509	0	0
OQU82511	0	0
OQU82510	0	0
KXG27346	0.081992	0
KXG27347	0	0
EES13029	0.202227	0.375255
OQU82512	0.150438	0
EES13031	0.911455	1.314853
KXG27349	3.590322	3.351469
KXG27351	83.121761	79.901954
KXG27350	1.092281	1.168339
OQU82513	0	0.051267
KXG27352	0	0
EES11604	91.086122	91.471559
EES11605	0	0.057929
EES11606	142.044774	138.367631
EES13033	9.244236	9.232239
EES13034	17.632314	17.374158
EES11607	15.00226	20.499463
OQU82514	0	0.074102
EES13036	47.196575	42.285088
EES13035	8.651646	12.08296
OQU82515	38.370131	39.399576
KXG27355	0	0
OQU82517	2.595008	2.704141
KXG27357	0.346348	0.064383
EES13038	0.248516	0
EES13037	0.08502	0.079141
EES13040	0	0
KXG27359	26.834726	26.379636
KXG27360	0	0
KXG27361	21.686476	15.568365
EES13042	16.924099	17.726291
KXG27362	0.202184	0
KXG27277	0.688007	0
EES11608	7.36468	8.860536
OQU82518	0	1.384687
KXG27365	2.105999	1.825038
OQU82521	0	0
EES13043	0	0
KXG27364	0.21343	0
KXG27363	1.175025	0
EES13044	0	3.073785
KXG27366	0	0.076513
OQU82523	0	0
KXG27367	0	0
OQU82522	3.617281	0
EES11609	0.140664	0.26249
EES11610	18.600445	20.468992
KXG27368	2.213425	2.884143
EES11611	44.14706	46.998568
EES13045	0	0.327406
OQU82524	0	0
OQU82525	0	0
OQU82526	81.912196	78.441647
EES13048	3.635406	5.613483
EES13049	49.247928	50.652781
OQU82527	0	0
KXG27373	13.296945	14.863106
KXG27372	1.058678	2.136026
OQU82529	0	0
EES11613	0	0.107806
OQU82528	0	0
OQU82532	0	0
KXG27374	0.265547	0.124174
EES11564	0	0
OQU82533	1.209244	0.913834
EES11614	10.579055	12.205079
EES11615	30.133357	31.815979
EES13053	219.54365	207.027589
EES11616	23.789769	25.236159
OQU82534	5.410934	3.716586
KXG27376	0	0
KXG27377	0	0
KXG27378	0.156457	0.103714
OQU82536	0	0
EES13054	5.341652	1.988016
OQU82535	0	4.674618
EES11618	4.377601	4.190722
KXG27379	0	0
EES13055	30.134726	33.64516
EES11619	85.254611	93.485829
OQU82538	1.169722	1.17795
EES13056	16.424845	15.855815
EES11617	102.831393	103.626355
KXG27380	0.940596	4.521558
KXG27382	3.723459	0
KXG27291	0	0.726982
EES13057	13.0308	12.388373
OQU82539	2.928053	4.979204
EES11620	0.137856	0.128077
OQU82540	5.400037	3.635056
KXG27385	0.215476	0.066778
OQU82541	13.375499	10.167523
OQU82542	0	0
KXG27389	6.260341	5.180298
KXG27391	18.615104	19.737983
KXG27390	21.099915	17.626918
KXG27392	10.871331	9.388596
EES11624	22.777047	21.723044
EES11625	15.486747	17.283668
OQU82543	0.042382	0.155369
EES11626	5.441918	4.947966
EES13064	13.787525	14.772196
EES13065	396.210134	369.285362
EES11627	14.405839	15.533358
KXG27394	2.645704	1.062784
KXG27395	5.402128	7.072754
KXG27396	5.364645	6.744153
EES13066	0	0
EES11628	0	0
KXG27303	38.384924	38.342605
OQU82544	0	0.260559
EES13067	4.412797	4.884041
EES11630	0	0
EES11631	17.70881	17.227373
KXG27398	1.241092	0.789391
OQU82545	0	0
OQU82546	8.57693	8.795742
OQU82547	0	0
KXG27402	50.753416	47.88214
EES13070	12.288284	11.09549
OQU82548	0	0
EES13072	40.757549	40.901245
OQU82549	0	0
EES13073	42.185074	44.489596
EES13074	57.228162	57.858026
EES13075	8.442373	9.115453
OQU82550	0.072835	0.271583
KXG27404	30.474647	29.153666
OQU82551	8.590286	9.797105
EES11634	14.98059	20.412107
EES11633	5.851368	5.142204
OQU82552	1.574326	1.372427
EES13078	5.530217	4.870643
KXG27406	12.136906	9.146453
EES13077	0.636773	0.44442
OQU82553	0	0
EES11635	14.224491	15.315346
OQU82554	0	0
EES13081	8.883131	9.056733
EES11636	17.795255	18.190432
OQU82555	1.562538	1.755946
KXG27408	2.980408	2.036594
KXG27411	8.908706	9.131159
KXG27409	0	0
KXG27410	4.68889	4.979589
OQU82556	0	0
EES11637	46.873628	54.654937
KXG27412	1.77956	2.283237
EES13083	0	0
EES13084	9.194285	7.482047
EES13085	0.199643	0.181753
KXG27414	0	0
KXG27415	0	0
OQU82560	4.297058	3.834895
OQU82557	0	2.267175
EES11638	0	0.537744
KXG27413	42.102459	38.818144
KXG27416	3.533764	3.740837
OQU82561	10.68131	10.827763
OQU82562	18.698087	19.8559
OQU82563	0	0
KXG27417	1.111309	1.037647
OQU82564	3217.450522	3213.507762
KXG27420	92.040969	93.35192
KXG27419	0	0
EES13087	6.283899	7.540557
ENSRNA049995974-T1	0	0
EES13088	0.081756	0.114812
EES13089	0	0
EES11642	497.777009	496.006804
OQU82565	1.20912	1.461678
EES13090	0	0
EES13091	0.297759	0.055735
KXG27425	3.691736	3.315024
KXG27423	11.788065	9.5338
KXG27424	31.538253	36.9459
EES11644	2.988873	2.179442
KXG27426	0.573776	0.402104
EES13093	65.292967	61.989802
OQU82566	3.949322	3.373132
EES13095	11.243199	11.117635
EES11645	31.679845	25.326021
KXG27427	2.27238	3.048416
KXG27428	25.505653	22.40421
OQU82568	0	0
OQU82567	15.889089	16.089889
OQU82569	3.218251	3.041398
EES11647	0	0
EES13098	0	0
KXG27429	0	0
EES13099	9.934309	8.905236
EES11648	7.082016	7.580242
OQU82570	0	0
OQU82571	0	0
KXG27431	0.433989	1.112836
EES13101	0.152811	0.094857
KXG27432	2.253932	2.28157
OQU82572	0.141446	0
KXG27433	0.21418	0.188224
EES13103	63.920383	61.390282
EES11650	10.025789	12.496248
EES11651	0	0
OQU82573	0.656999	0.675443
KXG27434	49.133109	50.943883
KXG27435	2.910205	3.454633
KXG27436	0	1.69668
EES13106	9.441356	6.120688
EES11652	16.789499	15.786959
EES11653	4.015918	4.421389
EES13107	4.36834	3.428018
OQU82574	0	0
EES11654	2.90659	2.498569
KXG27440	0.10724	0.049417
EES11656	251.729145	263.886481
OQU82575	0	0
OQU82577	0	0
KXG27441	3.717916	3.637655
OQU82576	0	0
KXG27443	0	0
KXG27444	2.42904	2.537272
KXG27354	0	0
OQU82578	0.167729	0.156895
EES11661	94.965259	92.646911
KXG27447	9.991022	10.66076
OQU82579	0	0
EES13111	30.23057	34.332065
OQU82580	0	0
EES13112	13.43323	11.29034
KXG27449	0	0
OQU82581	0	0
OQU82582	0	0
ENSRNA049995966-T1	0	0
KXG27451	7.681358	8.968719
KXG27358	7.683945	4.569223
EES13114	5.023548	3.463697
EES11663	5.818671	5.75309
KXG27452	13.929245	13.377623
EES13115	11.534088	10.026091
EES11665	17.790343	8.627089
OQU82583	0	7.408769
EES11666	3.223353	2.80945
OQU82584	0.122758	1.042588
OQU82585	0	0.475072
KXG27454	2.930895	1.784035
EES13116	13.219161	14.389847
KXG27455	3.051318	3.83035
KXG27456	1.787037	1.124558
KXG27457	24.393772	22.675962
OQU82586	0	12.158839
KXG27371	8.06921	8.854934
KXG27460	9.90846	9.260804
EES11668	0.200557	0
EES13117	57.44127	55.997578
ENSRNA049469435-T1	0	0
EES13118	56.89514	56.170346
EES13119	1.122866	1.601182
KXG27461	11.164639	12.999774
EES11669	33.796596	28.832165
KXG27462	0	0
EES11670	49.613693	48.312989
KXG27463	0	0
KXG27464	0	0
KXG27465	0.179448	0.18027
ENSRNA049469461-T1	0	0
EES13121	0.167822	0.213745
EES13120	5.083558	4.08865
OQU82587	2.988299	2.944918
OQU82588	88.950852	86.196018
EES11671	0.953058	0.850035
OQU82590	1.140733	1.071424
EES13124	0.113392	0
EES11673	0.72136	0.252533
EES13125	27.258382	30.024384
KXG27466	0.22457	0.209505
EES13127	0	0
OQU82591	0.850514	0.784491
EES11675	20.238111	20.471603
KXG27467	6.770734	6.182437
EES11676	0.126008	0
KXG27468	11.870811	10.919473
EES11677	34.769948	37.023124
KXG27470	61.066467	56.418781
KXG27472	1.077126	2.225235
ENSRNA049995946-T1	0	0
OQU82592	0	0
EES11678	19.004087	19.115981
EES11679	0.169679	0
EES11680	8.144219	8.557366
OQU82593	0	0.779195
OQU82594	0.528897	0.379962
EES11682	1.856978	2.694401
KXG27473	5.591428	5.91293
EES11684	1.75586	1.457054
KXG27475	0	0
KXG27474	0.393899	1.063597
EES13129	1.30746	0
KXG27476	0.322511	0.703724
KXG27477	1.230514	1.575934
EES11686	73.080923	79.831383
OQU82595	293.885217	256.716069
EES13132	11.670216	11.251203
OQU82596	0	0
EES13134	40.796139	42.512928
EES13135	5.685307	6.02864
OQU82597	25.390999	25.64163
OQU82598	0	0
OQU82599	34.150064	36.60778
EES13136	0	0
EES11689	17.372583	17.294048
OQU82602	0	0
OQU82603	0	0
KXG27479	0	1.934048
KXG27480	0	0
OQU82600	0	0
OQU82608	0	0
KXG27483	0	0.100939
KXG27482	5.95354	3.710349
KXG27481	0	0
OQU82601	0	0
OQU82604	0.202463	0
OQU82612	0	0
OQU82611	0	0
OQU82614	0	0
OQU82607	0	0
OQU82609	0.25022	0
OQU82606	0	0
OQU82613	0	0
EES13138	11.716092	12.321693
OQU82616	0.410325	0.538785
OQU82617	0	0
OQU82618	0	0
OQU82619	1.887803	2.652356
EES13137	7.584612	8.388919
OQU82621	13.265138	13.647106
OQU82620	0	0
OQU82622	0	0
KXG27486	39.104361	39.764847
EES11691	153.505732	152.58737
KXG27487	0.064431	0.060392
EES13140	4.724702	3.581269
OQU82623	1.138753	1.373825
EES13144	2.381072	3.572524
EES13145	72.168957	65.575135
EES11692	15.420922	17.450196
OQU82624	0	0
KXG27489	0	0
KXG27490	0	0
OQU82625	0	0
OQU82626	0	0
EES11693	0	0
KXG27493	32.955269	35.736131
KXG27492	50.558784	55.942781
EES13086	0	0
KXG27495	13.320164	11.548823
EES13147	20.32245	14.90479
KXG27496	9.015061	9.648528
KXG27497	0.693924	0.504015
OQU82627	10.734045	12.139032
EES11697	7.038179	6.687402
KXG27499	0	0.527342
EES13148	0	0
OQU82629	0	0
OQU82628	0	0
EES13151	1.928078	0.568395
EES13152	0	0
EES13154	0	0
EES13153	0	0.378264
OQU82630	2.219181	2.448036
KXG27500	7.714181	8.450405
KXG27501	108.364426	114.235464
EES11699	5.138047	3.26632
OQU82631	1.025206	0.631692
OQU82634	0	0
OQU82633	0	0
KXG27502	0	0
EES11701	13.223035	11.012098
OQU82636	0.06987	0.064556
EES13155	24.817875	25.499399
OQU82635	0.782595	0.293295
KXG27505	9.162405	11.521616
KXG27506	1.692297	0.863539
KXG27507	6.028378	7.946651
OQU82637	8.057207	11.314394
EES13156	1.260027	1.601018
OQU82638	0	0
EES11704	0	0
EES11705	16.568147	17.035326
EES13157	13.594018	13.148834
EES13158	0	0
OQU82639	4.504464	4.305474
KXG27511	0.141657	0.025934
OQU82640	1.38114	1.291151
OQU82641	2.388245	3.312945
EES11708	8.775824	9.907636
EES11709	40.017191	41.227743
OQU82643	436.217304	439.433782
EES13161	8.699436	7.972317
OQU82644	4.574959	4.420266
OQU82645	1.95411	0
OQU82646	1.336744	2.658895
OQU82648	1.122646	1.022982
OQU82647	7.507723	6.49153
OQU82649	0.226167	0.298727
OQU82650	0.423871	0.127299
EES13163	42.843579	42.923787
EES13164	27.658649	30.238435
KXG27519	11.331014	9.071493
KXG27520	9.564923	14.596641
